"target" "subjectID" "experimentID" "rotation" "handedness" "trialID" "RT_LD" "Response_LD" "lexicality_LD" "orderIDLD" "accLD" "rtPrecLD" "accPrecLD" "lexicality" "base" "freqbase" "lengthtarget" "condition" "Old20base" "Old20target" "freqcluster" "cluster" "explInterp"
"cuocore" "DC2" "LDF" "2" "D" "1083" 723 "nonword" "nonword" 21 1 620 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuocore" "AR50" "LDF" "2" "D" "1083" 1146 "nonword" "nonword" 81 1 638 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuocore" "MC26" "LDF" "2" "D" "1083" 635 "nonword" "nonword" 88 1 435 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuocore" "MB38" "LDF" "2" "D" "1083" 858 "word" "nonword" 71 0 863 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuocore" "AF8" "LDF" "2" "D" "1083" 649 "nonword" "nonword" 71 1 598 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuocore" "FLB20" "LDF" "2" "D" "1083" 669 "nonword" "nonword" 81 1 464 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuocore" "LC44" "LDF" "2" "D" "1083" 521 "nonword" "nonword" 36 1 506 1 "nonword" "cuoco" 2.991 7 "pseudoword" 1.2 1.95 5.703 "ore" -1.06806106383617
"cuoiume" "AB53" "LDF" "5" "D" "1333" 947 "nonword" "nonword" 33 1 882 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "SP17" "LDF" "5" "D" "1333" 1251 "nonword" "nonword" 73 1 646 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "SE23" "LDF" "5" "D" "1333" 1163 "nonword" "nonword" 28 1 0 0 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "RS56" "LDF" "5" "D" "1333" 931 "nonword" "nonword" 46 1 611 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "GL47" "LDF" "5" "S" "1333" 755 "nonword" "nonword" 46 1 713 0 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "MT11" "LDF" "5" "S" "1333" 649 "nonword" "nonword" 80 1 840 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "MN5" "LDF" "5" "S" "1333" 856 "nonword" "nonword" 46 1 1041 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "AC29" "LDF" "5" "D" "1333" 1261 "nonword" "nonword" 78 1 1486 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "SB35" "LDF" "5" "D" "1333" 865 "nonword" "nonword" 24 1 620 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"cuoiume" "SS41" "LDF" "5" "D" "1333" 754 "nonword" "nonword" 83 1 528 1 "nonword" "cuoio" 2.508 7 "pseudoword" 1.55 2.85 4.033 "ume" 0.734949445909531
"curvore" "AB53" "LDF" "5" "D" "1330" 691 "nonword" "nonword" 59 1 524 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "AC29" "LDF" "5" "D" "1330" 1211 "nonword" "nonword" 64 1 1363 0 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "SP17" "LDF" "5" "D" "1330" 1225 "nonword" "nonword" 69 1 1058 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "SE23" "LDF" "5" "D" "1330" 1441 "nonword" "nonword" 84 1 1286 0 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "MT11" "LDF" "5" "S" "1330" 780 "nonword" "nonword" 66 1 859 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "GL47" "LDF" "5" "S" "1330" 633 "nonword" "nonword" 29 1 455 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "SB35" "LDF" "5" "D" "1330" 1485 "nonword" "nonword" 61 1 780 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "MN5" "LDF" "5" "S" "1330" 738 "nonword" "nonword" 29 1 630 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "SS41" "LDF" "5" "D" "1330" 789 "nonword" "nonword" 58 1 512 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"curvore" "RS56" "LDF" "5" "D" "1330" 494 "nonword" "nonword" 29 1 792 1 "nonword" "curva" 2.991 7 "pseudoword" 1.2 1.85 5.703 "ore" 0.746365512850058
"danzoide" "AF8" "LDF" "2" "D" "1092" 598 "nonword" "nonword" 72 1 649 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "MB38" "LDF" "2" "D" "1092" 970 "nonword" "nonword" 72 1 858 0 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "IF14" "LDF" "2" "D" "1092" 653 "nonword" "nonword" 68 1 559 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "FLB20" "LDF" "2" "D" "1092" 1122 "nonword" "nonword" 41 1 481 0 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "MC26" "LDF" "2" "D" "1092" 536 "nonword" "nonword" 79 1 420 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "LC44" "LDF" "2" "D" "1092" 508 "nonword" "nonword" 85 1 564 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "SDC32" "LDF" "2" "D" "1092" 826 "nonword" "nonword" 95 1 1254 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "AR50" "LDF" "2" "D" "1092" 750 "nonword" "nonword" 41 1 777 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"danzoide" "DC2" "LDF" "2" "D" "1092" 677 "nonword" "nonword" 46 1 607 1 "nonword" "fiore" 3.246 8 "pseudoword" 1 2.9 3.281 "oide" -0.0584619459470838
"deliriore" "RE24" "LDF" "6" "S" "1416" 930 "nonword" "nonword" 26 1 725 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "GDL30" "LDF" "6" "D" "1416" 1126 "nonword" "nonword" 92 1 870 0 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "MV48" "LDF" "6" "D" "1416" 686 "nonword" "nonword" 92 1 735 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "CC6" "LDF" "6" "D" "1416" 611 "nonword" "nonword" 72 1 1582 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "ZF42" "LDF" "6" "D" "1416" 741 "nonword" "nonword" 84 1 538 0 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "GF54" "LDF" "6" "D" "1416" 587 "nonword" "nonword" 88 1 559 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "AA18" "LDF" "6" "D" "1416" 913 "nonword" "nonword" 92 1 815 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "GS36" "LDF" "6" "D" "1416" 764 "nonword" "nonword" 88 1 1279 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"deliriore" "SP12" "LDF" "6" "S" "1416" 840 "nonword" "nonword" 94 1 766 1 "nonword" "delirio" 2.55 9 "pseudoword" 1.75 2.5 5.703 "ore" -0.39302008140577
"dertifricio" "DC2" "LDF" "2" "D" "4151" 629 "word" "nonword" 38 0 706 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "CC6" "LDF" "6" "D" "4463" 1438 "nonword" "nonword" 49 1 838 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "FLB20" "LDF" "2" "D" "4151" 501 "word" "nonword" 56 0 477 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MC26" "LDF" "2" "D" "4151" 776 "nonword" "nonword" 19 1 651 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GDL30" "LDF" "6" "D" "4463" 947 "word" "nonword" 35 0 1019 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "EV51" "LDF" "3" "D" "4229" 876 "word" "nonword" 19 0 612 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "LJ22" "LDF" "4" "D" "4307" 710 "nonword" "nonword" 56 1 497 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MP15" "LDF" "3" "D" "4229" 781 "nonword" "nonword" 42 1 849 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "FC52" "LDF" "4" "D" "4307" 1015 "nonword" "nonword" 56 1 582 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "ZF42" "LDF" "6" "D" "4463" 844 "nonword" "nonword" 53 1 704 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "SB35" "LDF" "5" "D" "4385" 1228 "nonword" "nonword" 19 1 599 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "SDC32" "LDF" "2" "D" "4151" 1298 "nonword" "nonword" 20 1 642 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AV45" "LDF" "3" "D" "4229" 791 "word" "nonword" 18 0 592 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "EM13" "LDF" "1" "D" "4073" 863 "word" "nonword" 35 0 847 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AC29" "LDF" "5" "D" "4385" 1130 "nonword" "nonword" 18 1 600 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "VA49" "LDF" "1" "D" "4073" 819 "nonword" "nonword" 92 1 787 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "ADC28" "LDF" "4" "D" "4307" 749 "nonword" "nonword" 35 1 491 0 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AR50" "LDF" "2" "D" "4151" 810 "nonword" "nonword" 56 1 533 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MC16" "LDF" "4" "D" "4307" 1316 "nonword" "nonword" 49 1 1148 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "SP12" "LDF" "6" "S" "4463" 821 "nonword" "nonword" 48 1 790 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "ACV34" "LDF" "4" "S" "4307" 806 "nonword" "nonword" 35 1 486 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MB38" "LDF" "2" "D" "4151" 621 "word" "nonword" 18 0 527 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "ADB4" "LDF" "4" "D" "4307" 1086 "nonword" "nonword" 48 1 1045 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GG27" "LDF" "3" "D" "4229" 1155 "nonword" "nonword" 56 1 617 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "SP17" "LDF" "5" "D" "4385" 978 "nonword" "nonword" 56 1 754 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GL47" "LDF" "5" "S" "4385" 715 "nonword" "nonword" 35 1 564 0 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MT11" "LDF" "5" "S" "4385" 676 "word" "nonword" 75 0 599 0 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GF54" "LDF" "6" "D" "4463" 569 "word" "nonword" 56 0 497 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "RS56" "LDF" "5" "D" "4385" 568 "word" "nonword" 35 0 716 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "FD55" "LDF" "1" "D" "4073" 998 "nonword" "nonword" 19 1 772 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "VB10" "LDF" "4" "D" "4307" 864 "nonword" "nonword" 80 1 778 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AA18" "LDF" "6" "D" "4463" 788 "nonword" "nonword" 18 1 575 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "DS31" "LDF" "1" "D" "4073" 774 "nonword" "nonword" 79 1 648 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AC43" "LDF" "1" "D" "4073" 997 "nonword" "nonword" 56 1 589 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "CF1" "LDF" "1" "D" "4073" 425 "word" "nonword" 56 0 481 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MN5" "LDF" "5" "S" "4385" 894 "word" "nonword" 35 0 770 0 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "SE23" "LDF" "5" "D" "4385" 1415 "word" "nonword" 49 0 1977 0 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GS36" "LDF" "6" "D" "4463" 777 "nonword" "nonword" 56 1 475 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "DM7" "LDF" "1" "D" "4073" 1172 "word" "nonword" 31 0 533 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MVT19" "LDF" "1" "D" "4073" 1589 "word" "nonword" 19 0 776 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GC46" "LDF" "4" "D" "4307" 812 "nonword" "nonword" 18 1 618 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "LM21" "LDF" "3" "D" "4229" 574 "word" "nonword" 56 0 515 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AF8" "LDF" "2" "D" "4151" 433 "word" "nonword" 18 0 337 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "CS33" "LDF" "3" "D" "4229" 610 "word" "nonword" 56 0 642 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AG25" "LDF" "1" "D" "4073" 509 "word" "nonword" 56 0 467 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "GP40" "LDF" "4" "D" "4307" 555 "word" "nonword" 61 0 617 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "SS41" "LDF" "5" "D" "4385" 655 "word" "nonword" 47 0 748 0 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "IF14" "LDF" "2" "D" "4151" 580 "word" "nonword" 23 0 573 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "EP37" "LDF" "1" "D" "4073" 1387 "word" "nonword" 39 0 759 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "FC39" "LDF" "3" "D" "4229" 736 "word" "nonword" 49 0 812 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AB53" "LDF" "5" "D" "4385" 514 "word" "nonword" 23 0 611 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MC3" "LDF" "3" "D" "4229" 1093 "nonword" "nonword" 19 1 889 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "RE24" "LDF" "6" "S" "4463" 1428 "nonword" "nonword" 70 1 644 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "MV48" "LDF" "6" "D" "4463" 1070 "nonword" "nonword" 35 1 577 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "AB9" "LDF" "3" "D" "4229" 882 "nonword" "nonword" 18 1 583 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"dertifricio" "LC44" "LDF" "2" "D" "4151" 467 "word" "nonword" 33 0 500 1 "nonword" NA NA 11 "simple" NA 3.15 NA NA NA
"destroide" "AV45" "LDF" "3" "D" "2188" 729 "word" "word" 42 1 981 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "CS33" "LDF" "3" "D" "2188" 974 "word" "word" 77 1 807 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "LM21" "LDF" "3" "D" "2188" 736 "nonword" "word" 77 0 706 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "GG27" "LDF" "3" "D" "2188" 845 "word" "word" 77 1 1066 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "EV51" "LDF" "3" "D" "2188" 892 "word" "word" 90 1 724 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "MC3" "LDF" "3" "D" "2188" 1729 "nonword" "word" 90 0 1087 0 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "MP15" "LDF" "3" "D" "2188" 675 "word" "word" 50 1 764 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "FC39" "LDF" "3" "D" "2188" 1123 "word" "word" 29 1 853 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"destroide" "AB9" "LDF" "3" "D" "2188" 1068 "nonword" "word" 83 0 567 1 "word" "destra" 3.86 9 "derived" 1 2.8 3.281 "oide" NA
"dialogico" "DS31" "LDF" "1" "D" "2044" 1154 "nonword" "word" 89 0 1232 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "EP37" "LDF" "1" "D" "2044" 1595 "word" "word" 92 1 1223 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "DM7" "LDF" "1" "D" "2044" 865 "word" "word" 22 1 1196 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "FD55" "LDF" "1" "D" "2044" 817 "nonword" "word" 61 0 1074 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "CF1" "LDF" "1" "D" "2044" 557 "word" "word" 44 1 486 0 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "MVT19" "LDF" "1" "D" "2044" 1597 "nonword" "word" 61 0 1121 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "AG25" "LDF" "1" "D" "2044" 1270 "nonword" "word" 44 0 1022 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "EM13" "LDF" "1" "D" "2044" 1226 "word" "word" 21 1 850 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "AC43" "LDF" "1" "D" "2044" 778 "word" "word" 44 1 575 0 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"dialogico" "VA49" "LDF" "1" "D" "2044" 1018 "word" "word" 65 1 584 1 "word" "dialogo" 2.61 9 "derived" 1.75 2.5 5.451 "ico" NA
"difensore" "MC3" "LDF" "3" "D" "2195" 729 "word" "word" 78 1 988 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "AB9" "LDF" "3" "D" "2195" 546 "word" "word" 76 1 682 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "MP15" "LDF" "3" "D" "2195" 1103 "word" "word" 37 1 795 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "AV45" "LDF" "3" "D" "2195" 728 "word" "word" 80 1 856 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "EV51" "LDF" "3" "D" "2195" 825 "word" "word" 78 1 966 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "CS33" "LDF" "3" "D" "2195" 876 "word" "word" 39 1 518 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "GG27" "LDF" "3" "D" "2195" 796 "word" "word" 39 1 741 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "FC39" "LDF" "3" "D" "2195" 1238 "word" "word" 94 1 831 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"difensore" "LM21" "LDF" "3" "D" "2195" 603 "word" "word" 39 1 544 1 "word" "difendo" 2.17 9 "derived" 1.55 2.05 5.703 "ore" NA
"direttorio" "LC44" "LDF" "2" "D" "2119" 544 "word" "word" 78 1 656 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "SDC32" "LDF" "2" "D" "2119" 684 "word" "word" 64 1 836 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "DC2" "LDF" "2" "D" "2119" 1018 "word" "word" 61 1 1173 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "IF14" "LDF" "2" "D" "2119" 857 "word" "word" 47 1 537 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "AF8" "LDF" "2" "D" "2119" 568 "word" "word" 44 1 700 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "FLB20" "LDF" "2" "D" "2119" 406 "word" "word" 29 1 481 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "AR50" "LDF" "2" "D" "2119" 785 "nonword" "word" 29 0 654 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "MC26" "LDF" "2" "D" "2119" 531 "nonword" "word" 35 0 490 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"direttorio" "MB38" "LDF" "2" "D" "2119" 978 "word" "word" 44 1 782 1 "word" "direttore" 3.837 10 "derived" 1.4 2.5 4.19 "orio" NA
"dolcemente" "LJ22" "LDF" "4" "D" "2267" 551 "word" "word" 71 1 1170 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "ACV34" "LDF" "4" "S" "2267" 682 "word" "word" 26 1 889 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "FC52" "LDF" "4" "D" "2267" 646 "word" "word" 71 1 823 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "ADB4" "LDF" "4" "D" "2267" 701 "word" "word" 66 1 1384 0 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "GP40" "LDF" "4" "D" "2267" 607 "word" "word" 39 1 609 0 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "MC16" "LDF" "4" "D" "2267" 774 "word" "word" 86 1 1263 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "GC46" "LDF" "4" "D" "2267" 1072 "word" "word" 35 1 1016 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "ADC28" "LDF" "4" "D" "2267" 507 "word" "word" 26 1 538 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dolcemente" "VB10" "LDF" "4" "D" "2267" 576 "word" "word" 43 1 665 1 "word" "dolce" 3.935 10 "derived" 1 2.4 5.521 "mente" NA
"dormitorio" "AC29" "LDF" "5" "D" "2340" 750 "word" "word" 94 1 1276 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "SE23" "LDF" "5" "D" "2340" 975 "word" "word" 74 1 1305 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "MN5" "LDF" "5" "S" "2340" 593 "word" "word" 93 1 959 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "GL47" "LDF" "5" "S" "2340" 474 "word" "word" 93 1 705 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "SP17" "LDF" "5" "D" "2340" 687 "word" "word" 84 1 518 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "SS41" "LDF" "5" "D" "2340" 569 "word" "word" 30 1 637 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "MT11" "LDF" "5" "S" "2340" 639 "word" "word" 21 1 1326 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "SB35" "LDF" "5" "D" "2340" 737 "word" "word" 76 1 930 0 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "RS56" "LDF" "5" "D" "2340" 505 "word" "word" 93 1 618 1 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dormitorio" "AB53" "LDF" "5" "D" "2340" 783 "word" "word" 41 1 716 0 "word" "dormo" 3.167 10 "derived" 1 2.6 4.19 "orio" NA
"dottore" "MT11" "LDF" "5" "S" "2356" 489 "word" "word" 57 1 613 0 "word" "dotto" 1.982 7 "derived" 1 1.15 5.703 "ore" NA
"dottore" "SS41" "LDF" "5" "D" "2356" 474 "word" "word" 40 1 799 1 "word" "dotto" 1.982 7 "derived" 1 1.15 5.703 "ore" NA
"dottore" "RS56" "LDF" "5" "D" "2356" 572 "word" "word" 21 1 552 1 "word" "dotto" 1.982 7 "derived" 1 1.15 5.703 "ore" NA
"dottore" "SE23" "LDF" "5" "D" "2356" 1323 "word" "word" 79 1 1044 1 "word" "dotto" 1.982 7 "derived" 1 1.15 5.703 "ore" NA
