"prime" "trialID" "lexicality" "target" "cluster" "freqtarget" "stemunrelated" "unrelatedfreq" "lengthtarget" "lengthprime" "relatedness" "condition" "old20target" "old20prime" "stem" "freqcluster" "subjectID" "experimentID" "rotation" "handedness" "RT" "response" "orderID" "acc" "rtPrec" "accPrec" "morphInterference" "explInterp"
"caviastro" 12066 "word" "cavia" "stro" 2.354 "forca" 2.352 5 9 "related" "HF_orthog" 1.1 2.95 "cavia" 5.05 "DM7" "MPF" 1 "D" 532 "word" 55 1 668 "1" NA NA
"caviastro" 12066 "word" "cavia" "stro" 2.354 "forca" 2.352 5 9 "related" "HF_orthog" 1.1 2.95 "cavia" 5.05 "CF1" "MPF" 1 "D" 580 "word" 120 1 842 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "AF8" "MPF" 2 "D" 600 "word" 120 1 645 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "FLB20" "MPF" 2 "D" 591 "word" 120 1 606 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "MC26" "MPF" 2 "D" 502 "word" 84 1 598 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "MB38" "MPF" 2 "D" 755 "word" 77 1 934 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "DC2" "MPF" 2 "D" 913 "word" 157 1 603 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "LC44" "MPF" 2 "D" 528 "word" 103 1 577 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "SDC32" "MPF" 2 "D" 557 "word" 173 1 430 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "AR50" "MPF" 2 "D" 931 "word" 173 1 630 "1" NA NA
"caviatamo" 13066 "word" "cavia" "tamo" 2.354 "forca" 2.352 5 9 "related" "LF_orthog" 1.1 2.85 "cavia" 2.336 "IF14" "MPF" 2 "D" 618 "word" 164 1 732 "1" NA NA
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "GF54" "MPF" 6 "D" 440 "word" 166 1 459 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "SP12" "MPF" 6 "S" 625 "word" 146 1 894 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "GS36" "MPF" 6 "D" 690 "word" 164 1 797 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "ZF42" "MPF" 6 "D" 565 "nonword" 120 0 526 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "MV48" "MPF" 6 "D" 900 "word" 120 1 806 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "CC6" "MPF" 6 "D" 581 "word" 55 1 619 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "GDL30" "MPF" 6 "D" 519 "word" 163 1 526 "1" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "AA18" "MPF" 6 "D" 678 "word" 171 1 570 "0" 0.04502465 -0.2946596
"caviatore" 11066 "word" "cavia" "atore" 2.354 "forca" 2.352 5 9 "related" "morphological" 1.1 1.95 "cavi" 4.763 "RE24" "MPF" 6 "S" 637 "word" 58 1 720 "1" 0.04502465 -0.2946596
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "AR50" "MPF" 2 "D" 628 "word" 127 1 541 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "LC44" "MPF" 2 "D" 510 "word" 60 1 680 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "DC2" "MPF" 2 "D" 586 "word" 173 1 572 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "AF8" "MPF" 2 "D" 408 "word" 109 1 445 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "SDC32" "MPF" 2 "D" 615 "word" 127 1 590 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "IF14" "MPF" 2 "D" 665 "word" 55 1 622 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "FLB20" "MPF" 2 "D" 611 "word" 109 1 718 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "MC26" "MPF" 2 "D" 583 "word" 159 1 697 "1" NA NA
"caviglibete" 13030 "word" "caviglia" "bete" 2.9 "alloggio" 2.894 8 11 "related" "LF_orthog" 1.95 3.65 "cavigli" 2.818 "MB38" "MPF" 2 "D" 590 "word" 120 1 922 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "MVT19" "MPF" 1 "D" 695 "word" 127 1 722 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "EM13" "MPF" 1 "D" 676 "word" 163 1 732 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "FD55" "MPF" 1 "D" 505 "word" 70 1 566 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "CF1" "MPF" 1 "D" 542 "word" 109 1 695 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "DM7" "MPF" 1 "D" 0 "NoResponse" 137 0 753 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "AG25" "MPF" 1 "D" 476 "word" 91 1 564 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "EP37" "MPF" 1 "D" 580 "word" 173 1 0 "0" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "VA49" "MPF" 1 "D" 435 "word" 127 1 428 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "AC43" "MPF" 1 "D" 534 "word" 98 1 620 "1" NA NA
"cavigliempo" 12030 "word" "caviglia" "empo" 2.9 "alloggio" 2.894 8 11 "related" "HF_orthog" 1.95 3.75 "cavigli" 5.006 "DS31" "MPF" 1 "D" 700 "word" 127 1 644 "1" NA NA
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "CC6" "MPF" 6 "D" 0 "NoResponse" 137 0 674 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "SP12" "MPF" 6 "S" 531 "word" 168 1 457 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "MV48" "MPF" 6 "D" 642 "word" 109 1 645 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "ZF42" "MPF" 6 "D" 580 "word" 109 1 693 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "RE24" "MPF" 6 "S" 764 "word" 163 1 712 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "GF54" "MPF" 6 "D" 482 "word" 136 1 518 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "GDL30" "MPF" 6 "D" 644 "word" 49 1 700 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "GS36" "MPF" 6 "D" 579 "word" 55 1 570 "1" 0.01478911 -1.039464
"caviglimente" 11030 "word" "caviglia" "mente" 2.9 "alloggio" 2.894 8 12 "related" "morphological" 1.95 3.8 "cavigli" 5.521 "AA18" "MPF" 6 "D" 505 "word" 51 1 488 "1" 0.01478911 -1.039464
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "VB10" "MPF" 4 "D" 563 "word" 57 1 615 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "GC46" "MPF" 4 "D" 630 "word" 133 1 638 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "GP40" "MPF" 4 "D" 488 "word" 134 1 653 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "MC16" "MPF" 4 "D" 1202 "word" 108 1 763 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "ADB4" "MPF" 4 "D" 1150 "word" 57 1 809 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "ADC28" "MPF" 4 "D" 523 "word" 27 1 532 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "ACV34" "MPF" 4 "S" 454 "word" 50 1 641 "0" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "FC52" "MPF" 4 "D" 537 "word" 50 1 569 "1" NA NA
"cenerespa" 12032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "related" "LF_orthog" 1 2.95 "cener" 2.322 "LJ22" "MPF" 4 "D" 546 "word" 57 1 722 "1" NA NA
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "MC26" "MPF" 2 "D" 497 "word" 54 1 625 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "AF8" "MPF" 2 "D" 469 "word" 76 1 682 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "LC44" "MPF" 2 "D" 531 "word" 32 1 563 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "MB38" "MPF" 2 "D" 542 "word" 35 1 689 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "AR50" "MPF" 2 "D" 1031 "word" 50 1 571 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "FLB20" "MPF" 2 "D" 497 "word" 76 1 730 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "DC2" "MPF" 2 "D" 527 "word" 57 1 538 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "IF14" "MPF" 2 "D" 617 "word" 85 1 632 "1" -0.1206759 -0.2709353
"cenerizia" 11032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "related" "morphological" 1 2.9 "cener" 4.763 "SDC32" "MPF" 2 "D" 570 "word" 50 1 534 "1" -0.1206759 -0.2709353
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "CS33" "MPF" 3 "D" 508 "word" 44 1 700 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "AV45" "MPF" 3 "D" 544 "word" 162 1 855 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "MP15" "MPF" 3 "D" 725 "word" 76 1 716 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "EV51" "MPF" 3 "D" 651 "word" 50 1 661 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "FC39" "MPF" 3 "S" 703 "word" 109 1 581 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "GG27" "MPF" 3 "D" 0 "NoResponse" 80 0 945 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "MC3" "MPF" 3 "D" 1238 "word" 50 1 663 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "AB9" "MPF" 3 "D" 542 "word" 50 1 499 "1" NA NA
"cenerolto" 12032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "related" "HF_orthog" 1 3 "cener" 5.271 "LM21" "MPF" 3 "D" 638 "word" 50 1 645 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "SS41" "MPF" 5 "D" 643 "word" 165 1 651 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "MN5" "MPF" 5 "S" 594 "word" 90 1 673 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "SP17" "MPF" 5 "D" 681 "word" 117 1 946 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "SB35" "MPF" 5 "D" 794 "word" 35 1 792 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "AB53" "MPF" 5 "D" 536 "word" 162 1 553 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "SE23" "MPF" 5 "D" 999 "word" 117 1 1104 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "RS56" "MPF" 5 "D" 677 "word" 162 1 664 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "GL47" "MPF" 5 "S" 543 "word" 57 1 528 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "MT11" "MPF" 5 "S" 780 "word" 29 1 614 "1" NA NA
"chioscallo" 22055 "word" "quercia" "allo" 2.436 "chiosco" 2.436 7 10 "unrelated" "HF_orthog" 1.75 3.8 "chiosc" 4.688 "AC29" "MPF" 5 "D" 821 "word" 129 1 669 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "ZF42" "MPF" 6 "D" 499 "word" 165 1 664 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "CC6" "MPF" 6 "D" 573 "word" 106 1 767 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "AA18" "MPF" 6 "D" 685 "word" 76 1 652 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "RE24" "MPF" 6 "S" 639 "word" 90 1 686 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "GDL30" "MPF" 6 "D" 631 "word" 126 1 678 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "GS36" "MPF" 6 "D" 633 "word" 26 1 555 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "GF54" "MPF" 6 "D" 515 "word" 147 1 437 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "MV48" "MPF" 6 "D" 654 "word" 165 1 709 "1" NA NA
"chioscarbo" 23055 "word" "quercia" "arbo" 2.436 "chiosco" 2.436 7 10 "unrelated" "LF_orthog" 1.75 3.9 "chiosc" 2.149 "SP12" "MPF" 6 "S" 675 "word" 153 1 619 "1" NA NA
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "GC46" "MPF" 4 "D" 584 "word" 112 1 694 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "VB10" "MPF" 4 "D" 492 "word" 29 1 536 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "ADC28" "MPF" 4 "D" 557 "word" 103 1 546 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "MC16" "MPF" 4 "D" 850 "word" 148 1 748 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "ADB4" "MPF" 4 "D" 638 "word" 29 1 696 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "ACV34" "MPF" 4 "S" 524 "word" 35 1 603 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "LJ22" "MPF" 4 "D" 697 "word" 29 1 598 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "GP40" "MPF" 4 "D" 764 "word" 76 1 748 "1" 0.008540339 -0.2045176
"chioscata" 21055 "word" "quercia" "ata" 2.436 "chiosco" 2.436 7 9 "unrelated" "morphological" 1.75 2.8 "chiosc" 5.676 "FC52" "MPF" 4 "D" 703 "word" 35 1 779 "1" 0.008540339 -0.2045176
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "MVT19" "MPF" 1 "D" 708 "word" 49 1 757 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "DS31" "MPF" 1 "D" 489 "word" 49 1 690 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "AG25" "MPF" 1 "D" 522 "word" 68 1 688 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "FD55" "MPF" 1 "D" 594 "word" 152 1 653 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "CF1" "MPF" 1 "D" 482 "word" 72 1 869 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "VA49" "MPF" 1 "D" 532 "word" 49 1 795 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "AC43" "MPF" 1 "D" 567 "word" 49 1 508 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "EM13" "MPF" 1 "D" 651 "word" 106 1 823 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "DM7" "MPF" 1 "D" 628 "word" 50 1 723 "1" NA NA
"cignobete" 13035 "word" "cigno" "bete" 2.548 "fosso" 2.547 5 9 "related" "LF_orthog" 1.45 3.2 "cigno" 2.818 "EP37" "MPF" 1 "D" 833 "word" 55 1 1169 "1" NA NA
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "AC29" "MPF" 5 "D" 537 "word" 86 1 642 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "SE23" "MPF" 5 "D" 725 "word" 52 1 827 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "MN5" "MPF" 5 "S" 479 "word" 106 1 725 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "GL47" "MPF" 5 "S" 419 "word" 46 1 489 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "SP17" "MPF" 5 "D" 690 "word" 52 1 660 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "AB53" "MPF" 5 "D" 541 "word" 170 1 626 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "MT11" "MPF" 5 "S" 861 "word" 55 1 553 "0" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "SB35" "MPF" 5 "D" 614 "word" 49 1 860 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "SS41" "MPF" 5 "D" 910 "word" 72 1 916 "1" 0.004959826 -0.513365
"cignoismo" 11035 "word" "cigno" "ismo" 2.548 "fosso" 2.547 5 9 "related" "morphological" 1.45 2.95 "cigno" 4.12 "RS56" "MPF" 5 "D" 593 "word" 89 1 540 "1" 0.004959826 -0.513365
