"prime" "trialID" "lexicality" "target" "cluster" "freqtarget" "stemunrelated" "unrelatedfreq" "lengthtarget" "lengthprime" "relatedness" "condition" "old20target" "old20prime" "stem" "freqcluster" "subjectID" "experimentID" "rotation" "handedness" "RT" "response" "orderID" "acc" "rtPrec" "accPrec" "morphInterference" "explInterp"
"lacrimiero" 11061 "word" "lacrima" "iero" 2.394 "merenda" 2.387 7 10 "related" "morphological" 1.55 3.25 "lacrim" 4.172 "FD55" "MPF" 1 "D" 564 "word" 104 1 745 "0" -0.07445934 0.9191413
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "AR50" "MPF" 2 "D" 712 "word" 171 1 563 "1" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "FLB20" "MPF" 2 "D" 510 "word" 115 1 768 "1" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "MB38" "MPF" 2 "D" 553 "word" 73 1 848 "1" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "SDC32" "MPF" 2 "D" 456 "word" 171 1 600 "1" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "IF14" "MPF" 2 "D" 538 "word" 173 1 661 "1" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "MC26" "MPF" 2 "D" 499 "word" 87 1 700 "0" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "LC44" "MPF" 2 "D" 485 "word" 105 1 563 "1" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "DC2" "MPF" 2 "D" 768 "word" 160 1 622 "0" NA NA
"lacrimutto" 12061 "word" "lacrima" "utto" 2.394 "merenda" 2.398 7 10 "related" "HF_orthog" 1.55 3.65 "lacrim" 5.467 "AF8" "MPF" 2 "D" 440 "word" 115 1 613 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "GL47" "MPF" 5 "S" 547 "word" 64 1 528 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "SB35" "MPF" 5 "D" 833 "word" 31 1 506 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "SP17" "MPF" 5 "D" 661 "word" 119 1 621 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "MN5" "MPF" 5 "S" 804 "word" 85 1 835 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "SS41" "MPF" 5 "D" 575 "word" 163 1 724 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "MT11" "MPF" 5 "S" 614 "word" 28 1 532 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "AB53" "MPF" 5 "D" 553 "word" 161 1 793 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "RS56" "MPF" 5 "D" 455 "word" 160 1 595 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "AC29" "MPF" 5 "D" 1105 "word" 135 1 610 "1" NA NA
"lanternodo" 12058 "word" "lanterna" "odo" 2.422 "insonnia" 2.42 8 10 "related" "HF_orthog" 1.9 3.6 "lantern" 4.922 "SE23" "MPF" 5 "D" 791 "word" 119 1 773 "1" NA NA
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "ADB4" "MPF" 4 "D" 696 "word" 28 1 753 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "FC52" "MPF" 4 "D" 723 "word" 31 1 599 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "GP40" "MPF" 4 "D" 737 "word" 70 1 735 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "LJ22" "MPF" 4 "D" 598 "word" 28 1 658 "0" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "ACV34" "MPF" 4 "S" 528 "word" 31 1 454 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "MC16" "MPF" 4 "D" 685 "word" 141 1 671 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "VB10" "MPF" 4 "D" 536 "word" 28 1 517 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "ADC28" "MPF" 4 "D" 480 "word" 105 1 675 "1" -0.01612641 0.007569143
"lanternume" 11058 "word" "lanterna" "ume" 2.422 "insonnia" 2.42 8 10 "related" "morphological" 1.9 3.65 "lantern" 4.033 "GC46" "MPF" 4 "D" 566 "word" 110 1 735 "1" -0.01612641 0.007569143
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "MV48" "MPF" 6 "D" 856 "word" 163 1 940 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "GF54" "MPF" 6 "D" 437 "word" 146 1 453 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "RE24" "MPF" 6 "S" 628 "word" 85 1 766 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "GS36" "MPF" 6 "D" 525 "word" 28 1 797 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "GDL30" "MPF" 6 "D" 783 "word" 122 1 685 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "CC6" "MPF" 6 "D" 599 "word" 107 1 573 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "ZF42" "MPF" 6 "D" 595 "word" 163 1 855 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "SP12" "MPF" 6 "S" 576 "word" 160 1 851 "1" NA NA
"lanternupe" 13058 "word" "lanterna" "upe" 2.422 "insonnia" 2.42 8 10 "related" "LF_orthog" 1.9 3.75 "lantern" 2.999 "AA18" "MPF" 6 "D" 581 "word" 70 1 654 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "LJ22" "MPF" 4 "D" 493 "word" 81 1 522 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "FC52" "MPF" 4 "D" 472 "word" 82 1 607 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "ACV34" "MPF" 4 "S" 553 "word" 82 1 648 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "ADB4" "MPF" 4 "D" 818 "word" 81 1 892 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "GP40" "MPF" 4 "D" 636 "word" 64 1 585 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "GC46" "MPF" 4 "D" 470 "word" 157 1 551 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "MC16" "MPF" 4 "D" 572 "word" 53 1 599 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "ADC28" "MPF" 4 "D" 467 "word" 43 1 591 "1" NA NA
"latterto" 12009 "word" "latte" "erto" 3.649 "vento" 3.646 5 8 "related" "HF_orthog" 1 2 "latt" 5.133 "VB10" "MPF" 4 "D" 573 "word" 81 1 659 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "SP17" "MPF" 5 "D" 508 "word" 81 1 780 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "SS41" "MPF" 5 "D" 532 "word" 49 1 519 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "GL47" "MPF" 5 "S" 468 "word" 67 1 0 "0" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "MT11" "MPF" 5 "S" 565 "word" 81 1 630 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "SE23" "MPF" 5 "D" 752 "word" 81 1 663 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "AB53" "MPF" 5 "D" 519 "word" 119 1 598 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "AC29" "MPF" 5 "D" 423 "word" 40 1 508 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "MN5" "MPF" 5 "S" 457 "word" 77 1 518 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "SB35" "MPF" 5 "D" 550 "word" 82 1 731 "1" NA NA
"lattespa" 13009 "word" "latte" "espa" 3.649 "vento" 3.646 5 8 "related" "LF_orthog" 1 2.5 "latt" 2.322 "RS56" "MPF" 5 "D" 471 "word" 135 1 540 "1" NA NA
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "EV51" "MPF" 3 "D" 457 "word" 82 1 961 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "AV45" "MPF" 3 "D" 531 "word" 95 1 772 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "CS33" "MPF" 3 "D" 547 "word" 81 1 633 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "MC3" "MPF" 3 "D" 570 "word" 82 1 614 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "AB9" "MPF" 3 "D" 490 "word" 82 1 696 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "MP15" "MPF" 3 "D" 572 "word" 49 1 700 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "FC39" "MPF" 3 "S" 504 "word" 59 1 592 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "LM21" "MPF" 3 "D" 561 "word" 82 1 632 "1" -0.01648683 0.09162658
"lattume" 11009 "word" "latte" "ume" 3.649 "vento" 3.646 5 7 "related" "morphological" 1 1.95 "latt" 4.033 "GG27" "MPF" 3 "D" 597 "word" 109 1 858 "1" -0.01648683 0.09162658
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GDL30" "MPF" 6 "D" 805 "nonword" 138 1 667 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "ADB4" "MPF" 4 "D" 823 "nonword" 40 1 991 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "VA49" "MPF" 1 "D" 524 "nonword" 104 1 510 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AF8" "MPF" 2 "D" 532 "nonword" 144 1 593 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "RS56" "MPF" 5 "D" 566 "nonword" 35 1 637 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "DM7" "MPF" 1 "D" 671 "word" 118 0 794 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MB38" "MPF" 2 "D" 870 "nonword" 61 1 715 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GS36" "MPF" 6 "D" 696 "nonword" 138 1 431 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "LC44" "MPF" 2 "D" 548 "nonword" 119 1 458 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GC46" "MPF" 4 "D" 588 "nonword" 139 1 723 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "SP17" "MPF" 5 "D" 714 "nonword" 144 1 714 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "VB10" "MPF" 4 "D" 620 "nonword" 40 1 693 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MC16" "MPF" 4 "D" 806 "nonword" 40 1 706 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MC26" "MPF" 2 "D" 594 "nonword" 65 1 582 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MC3" "MPF" 3 "D" 590 "nonword" 104 1 458 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "SS41" "MPF" 5 "D" 640 "nonword" 144 1 615 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "ZF42" "MPF" 6 "D" 633 "nonword" 144 1 742 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "DC2" "MPF" 2 "D" 578 "nonword" 40 1 575 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "CS33" "MPF" 3 "D" 670 "nonword" 144 1 558 "0" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "CF1" "MPF" 1 "D" 639 "nonword" 144 1 606 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MT11" "MPF" 5 "S" 657 "nonword" 40 1 672 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "FC52" "MPF" 4 "D" 513 "nonword" 104 1 489 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "SE23" "MPF" 5 "D" 888 "nonword" 144 1 915 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "SDC32" "MPF" 2 "D" 632 "nonword" 104 1 477 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "RE24" "MPF" 6 "S" 713 "nonword" 140 1 728 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GG27" "MPF" 3 "D" 615 "nonword" 161 1 624 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AG25" "MPF" 1 "D" 649 "nonword" 170 1 523 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MN5" "MPF" 5 "S" 823 "nonword" 140 1 927 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "DS31" "MPF" 1 "D" 516 "nonword" 104 1 476 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "SP12" "MPF" 6 "S" 553 "nonword" 80 1 544 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "ADC28" "MPF" 4 "D" 583 "nonword" 140 1 689 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "CC6" "MPF" 6 "D" 616 "nonword" 118 1 774 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "LM21" "MPF" 3 "D" 675 "nonword" 104 1 506 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GP40" "MPF" 4 "D" 709 "nonword" 103 1 689 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AC29" "MPF" 5 "D" 622 "nonword" 170 1 663 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "FD55" "MPF" 1 "D" 575 "nonword" 44 1 533 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AA18" "MPF" 6 "D" 631 "nonword" 103 1 585 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "LJ22" "MPF" 4 "D" 651 "nonword" 40 1 667 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GF54" "MPF" 6 "D" 454 "nonword" 124 1 391 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "SB35" "MPF" 5 "D" 821 "nonword" 104 1 560 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "ACV34" "MPF" 4 "S" 534 "nonword" 104 1 473 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "FC39" "MPF" 3 "S" 714 "nonword" 80 1 507 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AC43" "MPF" 1 "D" 654 "nonword" 141 1 536 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "FLB20" "MPF" 2 "D" 836 "nonword" 144 1 717 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AB53" "MPF" 5 "D" 585 "nonword" 136 1 460 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "GL47" "MPF" 5 "S" 0 "NoResponse" 172 0 458 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AV45" "MPF" 3 "D" 691 "nonword" 46 1 601 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "IF14" "MPF" 2 "D" 773 "nonword" 138 1 579 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "EM13" "MPF" 1 "D" 769 "nonword" 140 1 777 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AB9" "MPF" 3 "D" 891 "nonword" 104 1 781 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "EP37" "MPF" 1 "D" 750 "nonword" 40 1 1159 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MVT19" "MPF" 1 "D" 638 "nonword" 104 1 582 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MV48" "MPF" 6 "D" 710 "nonword" 144 1 506 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "AR50" "MPF" 2 "D" 833 "nonword" 104 1 598 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "EV51" "MPF" 3 "D" 674 "nonword" 104 1 602 "1" NA NA
"lavonupe" 33096 "nonword" "lavono" "upe" NA NA NA 6 8 "related" "LF_orthog" 1.4 2.85 "lavon" 2.999 "MP15" "MPF" 3 "D" 603 "nonword" 144 1 631 "1" NA NA
"lesionaggio" 11034 "word" "lesione" "aggio" 2.556 "pantera" 2.554 7 11 "related" "morphological" 1.65 3.05 "lesion" 4.902 "FC52" "MPF" 4 "D" 742 "word" 47 1 547 "1" -0.03021274 0.7559514
"lesionaggio" 11034 "word" "lesione" "aggio" 2.556 "pantera" 2.554 7 11 "related" "morphological" 1.65 3.05 "lesion" 4.902 "LJ22" "MPF" 4 "D" 536 "word" 60 1 912 "1" -0.03021274 0.7559514
"lesionaggio" 11034 "word" "lesione" "aggio" 2.556 "pantera" 2.554 7 11 "related" "morphological" 1.65 3.05 "lesion" 4.902 "ADC28" "MPF" 4 "D" 635 "word" 22 1 641 "0" -0.03021274 0.7559514
"lesionaggio" 11034 "word" "lesione" "aggio" 2.556 "pantera" 2.554 7 11 "related" "morphological" 1.65 3.05 "lesion" 4.902 "GP40" "MPF" 4 "D" 614 "word" 132 1 604 "1" -0.03021274 0.7559514
"lesionaggio" 11034 "word" "lesione" "aggio" 2.556 "pantera" 2.554 7 11 "related" "morphological" 1.65 3.05 "lesion" 4.902 "GC46" "MPF" 4 "D" 570 "word" 129 1 678 "1" -0.03021274 0.7559514
"lesionaggio" 11034 "word" "lesione" "aggio" 2.556 "pantera" 2.554 7 11 "related" "morphological" 1.65 3.05 "lesion" 4.902 "VB10" "MPF" 4 "D" 550 "word" 60 1 701 "1" -0.03021274 0.7559514
